AFDA02000006	NZ_CM003318	99.959	6078	6068	6076	6066	99.9670944389602
AFDA02000006	NZ_CP007714	99.977	6078	6076	6076	6074	99.9670944389602
AFDA02000007	CP002524	99.592	74420	70894	66391	66403	89.2112335393711
AFDA02000007	CP007580	99.593	74420	71433	69623	69680	93.5541521096479
AFDA02000007	CP014292	99.956	74420	84967	83019	83010	97.6967528569915
AFDA02000007	CP023030	99.954	74420	95206	88144	88164	92.6034073482764
AFDA02000007	CP023033	99.954	74420	80546	70484	70511	87.541280758821
AFDA02000007	NC_010606	99.956	74420	64366	65093	65099	87.4670787422736
AFDA02000007	NC_017163	99.676	74420	74451	65264	65294	87.7006353171885
AFDA02000007	NZ_AEOY01000095	99.956	74420	63320	63920	63951	85.890889545821
AFDA02000007	NZ_AFDB02000004	99.958	74420	67012	68289	68302	91.7616232195646
AFDA02000007	NZ_AFDL01000006	99.958	74420	69518	73284	73299	98.4735286213383
AFDA02000007	NZ_ALII01000020	99.954	74420	67025	68290	68315	91.7629669443698
AFDA02000007	NZ_AYOH01000010	99.972	74420	74089	70483	70506	94.7097554420855
AFDA02000007	NZ_CP008707	99.958	74420	83610	70475	70497	84.3164693218515
AFDA02000007	NZ_CP012008	99.942	74420	87569	67959	67979	77.6290696479348
AFDA02000007	NZ_CP014216	99.764	74420	74241	65162	65174	87.5597957538296
AFDA02000007	NZ_CP015366	99.954	74420	80546	70484	70511	87.541280758821
AFDA02000007	NZ_CP016297	99.972	74420	74090	70482	70505	94.7084117172803
AFDA02000007	NZ_CP016302	99.972	74420	73188	70490	70503	94.7191615157216
AFDA02000007	NZ_CP017643	99.764	74420	70875	64460	64465	86.6165009406074
AFDA02000007	NZ_CP017645	99.676	74420	81227	65278	65311	80.4055301808512
AFDA02000007	NZ_CP017647	99.527	74420	73891	65486	65495	87.9951625907014
AFDA02000007	NZ_CP017651	99.764	74420	70884	64460	64474	86.6165009406074
AFDA02000007	NZ_CP017653	99.764	74420	70884	64460	64474	86.6165009406074
AFDA02000007	NZ_CP017655	99.676	74420	72073	65257	65285	87.6874496103198
AFDA02000007	NZ_CP020573	99.764	74420	74241	65152	65166	87.546358505778
AFDA02000007	NZ_CP020577	99.676	74420	73264	65277	65311	87.714324106423
AFDA02000007	NZ_CP020589	99.676	74420	72076	65257	65290	87.6874496103198
AFDA02000007	NZ_CP020593	99.764	74420	74241	65162	65174	87.5597957538296
AFDA02000007	NZ_CP021787	99.676	74420	86334	66333	66345	76.8468969351588
AFDA02000007	NZ_HG977523	99.954	74420	63720	64155	64125	86.2066648750336
AFDA02000007	NZ_HG977524	99.880	74420	64165	61941	61501	83.2316581564096
AFDA02000007	NZ_HG977527	99.954	74420	63795	64087	64066	86.1152915882827
AFDA02000007	NZ_HG977528	99.833	74420	64479	62483	62120	83.9599570008062
AFDA02000007	lcl|pAba7835b	99.954	74420	8015	70997	71028	95.4004299919377
AFDA02000009	NZ_AFDK01000004	99.989	130660	122461	122473	122494	93.7341190877085
AFDA02000009	NZ_AFDL01000008	99.972	130660	127633	132617	132638	101.497780499005
AFDA02000009	NZ_ALAL01000013	99.989	130660	122469	122473	122502	93.7341190877085
AFDA02000009	NZ_CP012007	99.968	130660	169023	128132	128161	75.8245919194429
CP000523	CP014293	99.613	11302	15645	13168	13153	84.0715883668904
CP002523	CP007578	100.000	8731	8685	8683	8683	99.4502347955561
CP002523	CP014293	99.989	8731	15645	15867	15852	101.323106423778
CP002523	NC_010402	99.803	8731	9661	8177	8180	84.6703239830245
CP002523	NC_021730	99.825	8731	8721	8782	8772	100.584125529722
CP002523	NZ_AYEX01000118	94.444	8731	8763	8866	8866	101.175396553692
CP002523	NZ_CM003909	94.444	8731	8781	8884	8884	101.172987131306
CP002523	NZ_CP006964	94.444	8731	8805	8908	8908	101.169789892107
CP002523	NZ_CP008850	94.444	8731	8737	8840	8840	101.178894357331
CP002523	NZ_CP020575	99.880	8731	8718	8834	8821	101.179704501203
CP002523	NZ_CP020576	99.981	8731	8730	8834	8833	101.179704501203
CP002523	NZ_JHUI01000005	99.988	8731	8819	8923	8922	101.167932872208
CP002524	AFDA02000007	99.592	70894	74420	66394	66382	89.1991400161247
CP002524	CP007580	99.993	70894	71433	69412	69412	97.1707754119245
CP002524	CP014292	99.558	70894	84967	80568	80546	94.7968034648746
CP002524	CP023030	99.558	70894	95206	85815	85819	90.1403272902968
CP002524	CP023033	99.558	70894	80546	68126	68137	84.5938966553274
CP002524	NC_010606	99.558	70894	64366	63314	63304	89.3079809292747
CP002524	NC_017163	99.907	70894	74451	64949	64950	87.2385864528348
CP002524	NZ_AEOY01000095	99.558	70894	63320	62467	62483	88.1132394843005
CP002524	NZ_AFDB02000004	99.585	70894	67012	65948	65946	93.0233870285215
CP002524	NZ_AFDL01000006	99.558	70894	69518	65949	65957	93.0247975851271
CP002524	NZ_ALII01000020	99.558	70894	67025	65942	65952	93.0149236888876
CP002524	NZ_AYOH01000010	99.558	70894	74089	68112	68121	91.9448231181417
CP002524	NZ_CP008707	99.558	70894	83610	68135	68144	81.5022126539888
CP002524	NZ_CP012008	99.971	70894	87569	67195	67199	76.7383434777147
CP002524	NZ_CP014216	99.804	70894	74241	68158	68163	91.813149068574
CP002524	NZ_CP015366	99.558	70894	80546	68126	68137	84.5938966553274
CP002524	NZ_CP016297	99.570	70894	74090	68111	68120	91.9422324200297
CP002524	NZ_CP016302	99.570	70894	73188	68105	68105	93.0548723834508
CP002524	NZ_CP017643	99.951	70894	70875	65194	65186	91.9598273478715
CP002524	NZ_CP017645	99.768	70894	81227	64948	64952	79.9635589151391
CP002524	NZ_CP017647	99.804	70894	73891	67486	67487	91.3331799542569
CP002524	NZ_CP017651	99.951	70894	70884	65194	65196	91.9598273478715
CP002524	NZ_CP017653	99.951	70894	70884	65194	65196	91.9598273478715
CP002524	NZ_CP017655	99.975	70894	72073	64942	64943	90.1072523691257
CP002524	NZ_CP020573	99.947	70894	74241	68955	68960	92.8866798669199
CP002524	NZ_CP020577	99.928	70894	73264	64947	64952	88.6547281065735
CP002524	NZ_CP020580	99.994	70894	90973	70430	70431	77.4196739691996
CP002524	NZ_CP020582	99.991	70894	90972	70430	70430	77.4194257573759
CP002524	NZ_CP020589	99.981	70894	72076	64942	64946	90.1076641323048
CP002524	NZ_CP020593	99.804	70894	74241	68944	68947	92.8691693269218
CP002524	NZ_CP021787	99.993	70894	86334	70384	70385	81.5263974795561
CP002524	NZ_HG977523	99.558	70894	63720	62427	62374	88.056817220075
CP002524	NZ_HG977524	99.700	70894	64165	63218	62696	89.1725674951336
CP002524	NZ_HG977527	99.558	70894	63795	62323	62284	87.9101193330888
CP002524	NZ_HG977528	99.479	70894	64479	63582	63133	89.6860100995853
CP002524	lcl|pAba7835b	99.558	70894	64479	68468	68481	96.5779896747256
CP007550	CP007578	100.000	8731	8685	8683	8683	99.4502347955561
CP007550	CP014293	99.932	8731	15645	15868	15853	101.32949824225
CP007550	NC_010402	99.803	8731	9661	8177	8180	84.6703239830245
CP007550	NC_021730	99.761	8731	8721	8782	8772	100.584125529722
CP007550	NZ_AYEX01000118	94.444	8731	8763	8866	8866	101.175396553692
CP007550	NZ_CM003909	94.444	8731	8781	8884	8884	101.172987131306
CP007550	NZ_CP006964	94.444	8731	8805	8908	8908	101.169789892107
CP007550	NZ_CP008850	94.444	8731	8737	8840	8840	101.178894357331
CP007550	NZ_CP020575	99.968	8731	8718	8834	8821	101.179704501203
CP007550	NZ_CP020576	99.988	8731	8730	8834	8833	101.179704501203
